Date,Values
2016-06-29,3002.5
2016-06-30,2580.0
2016-07-01,2605.25
2016-07-02,2616.5
2016-07-03,2583.0
2016-07-04,2565.25
2016-07-05,2585.5
2016-07-06,2576.5
2016-07-07,2557.25
2016-07-08,2546.25
2016-07-09,2551.25
2016-07-10,2544.75
2016-07-11,2548.25
2016-07-12,2561.75
2016-07-13,2549.5
2016-07-14,2620.75
2016-07-15,2651.25
2016-07-16,2595.25
2016-07-17,2552.0
2016-07-18,2590.0
2016-07-19,2601.5
2016-07-20,2574.0
2016-07-21,2666.0
2016-07-22,2656.25
2016-07-23,2663.5
2016-07-24,2668.25
2016-07-25,2671.75
2016-07-26,2668.0
2016-07-27,2698.75
2016-07-28,2683.75
2016-07-29,2659.75
2016-07-30,2684.75
2016-07-31,3047.5
2016-08-01,3083.25
2016-08-02,3062.25
2016-08-03,3025.75
2016-08-04,3160.5
2016-08-05,3066.75
2016-08-06,3152.0
2016-08-07,3136.5
2016-08-08,3043.75
2016-08-09,3055.25
2016-08-10,3095.0
2016-08-11,3066.0
2016-08-12,3039.0
2016-08-13,3020.75
2016-08-14,3035.75
2016-08-15,3042.0
2016-08-16,3036.25
2016-08-17,3049.75
2016-08-18,3044.0
2016-08-19,3051.75
2016-08-20,3088.0
2016-08-21,3104.0
2016-08-22,3079.75
2016-08-23,3079.5
2016-08-24,3078.25
2016-08-25,3059.0
2016-08-26,3047.25
2016-08-27,3005.25
2016-08-28,2985.75
2016-08-29,3070.5
2016-08-30,3029.75
2016-08-31,2863.0
2016-09-01,2871.25
2016-09-02,2895.5
2016-09-03,2928.75
2016-09-04,2971.5
2016-09-05,2964.5
2016-09-06,2933.5
2016-09-07,2926.25
2016-09-08,2907.0
2016-09-09,2924.25
2016-09-10,2896.75
2016-09-11,2916.25
2016-09-12,3122.0
2016-09-13,3121.5
2016-09-14,3128.5
2016-09-15,3311.75
2016-09-16,3381.25
2016-09-17,3337.5
2016-09-18,3714.5
2016-09-19,3645.5
2016-09-20,3845.5
2016-09-21,3775.25
2016-09-22,3696.75
2016-09-23,3603.5
2016-09-24,3459.5
2016-09-25,3670.25
2016-09-26,3463.25
2016-09-27,3157.75
2016-09-28,3267.25
2016-09-29,3462.0
2016-09-30,3646.75
2016-10-01,3620.0
2016-10-02,3804.75
2016-10-03,3875.25
2016-10-04,3888.0
2016-10-05,3838.75
2016-10-06,3906.75
2016-10-07,3956.5
2016-10-08,3979.5
2016-10-09,3984.5
2016-10-10,3879.75
2016-10-11,3905.5
2016-10-12,3958.5
2016-10-13,3920.0
2016-10-14,3846.25
2016-10-15,3900.75
2016-10-16,3913.75
2016-10-17,3959.5
2016-10-18,4046.5
2016-10-19,4074.75
2016-10-20,4011.5
2016-10-21,4096.5
2016-10-22,4083.0
2016-10-23,3909.75
2016-10-24,3904.0
2016-10-25,3935.75
2016-10-26,4243.75
2016-10-27,4161.0
2016-10-28,4269.5
2016-10-29,4595.75
2016-10-30,4731.25
2016-10-31,4407.5
2016-11-01,4433.75
2016-11-02,4716.5
2016-11-03,4689.75
2016-11-04,4716.0
2016-11-05,4672.0
2016-11-06,4401.5
2016-11-07,4788.5
2016-11-08,4752.0
2016-11-09,4791.5
2016-11-10,4811.0
2016-11-11,4810.75
2016-11-12,4814.5
2016-11-13,4695.25
2016-11-14,4712.25
2016-11-15,4729.75
2016-11-16,4698.0
2016-11-17,4404.0
2016-11-18,4715.75
2016-11-19,4017.75
2016-11-20,4448.75
2016-11-21,4360.0
2016-11-22,4602.75
2016-11-23,4780.0
2016-11-24,4899.75
2016-11-25,4828.25
2016-11-26,4866.5
2016-11-27,4959.5
2016-11-28,4982.5
2016-11-29,4884.25
2016-11-30,4644.5
2016-12-01,4832.25
2016-12-02,4863.25
2016-12-03,4890.75
2016-12-04,4894.5
2016-12-05,4906.0
2016-12-06,4795.25
2016-12-07,4631.5
2016-12-08,4532.25
2016-12-09,4448.5
2016-12-10,4263.25
2016-12-11,4774.25
2016-12-12,4745.75
2016-12-13,4641.5
2016-12-14,4783.75
2016-12-15,4845.75
2016-12-16,4839.0
2016-12-17,4828.0
2016-12-18,4865.5
2016-12-19,4886.75
2016-12-20,4903.75
2016-12-21,4900.25
2016-12-22,4864.25
2016-12-23,4747.25
2016-12-24,3754.75
2016-12-25,3696.75
2016-12-26,4259.75
2016-12-27,4610.5
2016-12-28,4690.0
2016-12-29,4762.25
2016-12-30,4727.25
2016-12-31,4559.0
2017-01-01,4614.5
2017-01-02,4398.25
2017-01-03,4495.0
2017-01-04,4611.75
2017-01-05,4560.75
2017-01-06,4564.25
2017-01-07,4522.25
2017-01-08,4548.25
2017-01-09,4609.75
2017-01-10,4565.5
2017-01-11,4555.5
2017-01-12,4600.0
2017-01-13,4625.25
2017-01-14,4675.5
2017-01-15,4784.0
2017-01-16,4791.0
2017-01-17,4773.0
2017-01-18,4809.25
2017-01-19,4811.5
2017-01-20,4808.75
2017-01-21,4824.75
2017-01-22,4699.75
2017-01-23,4539.25
2017-01-24,4526.75
2017-01-25,4512.75
2017-01-26,4534.25
2017-01-27,4610.5
2017-01-28,4475.5
2017-01-29,4491.0
2017-01-30,4510.25
2017-01-31,6060.0
2017-02-01,6040.75
2017-02-02,6066.5
2017-02-03,6040.5
2017-02-04,6099.75
2017-02-05,6096.0
2017-02-06,6111.25
2017-02-07,6130.75
2017-02-08,6207.0
2017-02-09,6135.25
2017-02-10,6176.25
2017-02-11,6195.5
2017-02-12,6194.0
2017-02-13,6162.0
2017-02-14,6127.5
2017-02-15,6095.5
2017-02-16,6137.5
2017-02-17,6169.75
2017-02-18,6087.75
