Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Feb 24, 2020;12:00 AM;12:00 AM;1,474,947.75;777,662.75;40,979
Feb 25, 2020;12:00 AM;12:00 AM;1,540,301;632,626;46,758
Feb 26, 2020;12:00 AM;12:00 AM;1,537,354.25;1,024,118.25;34,263.5
Feb 27, 2020;12:00 AM;12:00 AM;1,547,972.75;1,179,243.5;45,992.5
Feb 28, 2020;12:00 AM;12:00 AM;1,533,381.25;821,836.25;41,373.25
Feb 29, 2020;12:00 AM;12:00 AM;1,344,079.5;412,952;31,878
Mar 1, 2020;12:00 AM;12:00 AM;1,229,872;391,824.5;47,084.25
Mar 2, 2020;12:00 AM;12:00 AM;1,477,256.25;1,090,077.5;36,861.25
Mar 3, 2020;12:00 AM;12:00 AM;1,501,053;1,152,591;41,163.75
Mar 4, 2020;12:00 AM;12:00 AM;1,507,721.25;1,193,119.25;41,921
Mar 5, 2020;12:00 AM;12:00 AM;1,515,498.75;1,111,701.25;37,956.25
Mar 6, 2020;12:00 AM;12:00 AM;1,525,019.75;935,820.5;40,752.5
Mar 7, 2020;12:00 AM;12:00 AM;1,293,525.25;823,406.5;33,951
Mar 8, 2020;12:00 AM;12:00 AM;1,225,534.25;518,255.75;52,743
Mar 9, 2020;12:00 AM;12:00 AM;1,453,009.5;1,040,854;34,956.5
Mar 10, 2020;12:00 AM;12:00 AM;1,601,845.25;650,519.25;37,969
Mar 11, 2020;12:00 AM;12:00 AM;1,553,471.5;720,710.5;45,658.75
Mar 12, 2020;12:00 AM;12:00 AM;1,565,427;531,749.25;53,632.5
Mar 13, 2020;12:00 AM;12:00 AM;1,536,510.25;616,671;50,994
Mar 14, 2020;12:00 AM;12:00 AM;1,253,785.5;859,838;20,893.5
Mar 15, 2020;12:00 AM;12:00 AM;1,216,708;422,695.25;42,963.5
Mar 16, 2020;12:00 AM;12:00 AM;1,416,398.5;1,021,417.5;34,645.75
Mar 17, 2020;12:00 AM;12:00 AM;1,445,357.25;1,034,819.25;38,390
Mar 18, 2020;12:00 AM;12:00 AM;1,444,697.5;899,609.75;39,760
Mar 19, 2020;12:00 AM;12:00 AM;1,388,774.75;1,177,502.5;39,309
Mar 20, 2020;12:00 AM;12:00 AM;1,367,123.75;1,018,351;25,678.75
Mar 21, 2020;12:00 AM;12:00 AM;1,253,255.25;485,491;40,422.75
Mar 22, 2020;12:00 AM;12:00 AM;1,176,140.5;378,054.25;46,602
Mar 23, 2020;12:00 AM;12:00 AM;1,384,538;663,851;46,877.25
Mar 24, 2020;12:00 AM;12:00 AM;1,390,044.25;733,905.25;39,216.25
Mar 25, 2020;12:00 AM;12:00 AM;1,384,876.75;725,984.5;44,157.25
Mar 26, 2020;12:00 AM;12:00 AM;1,367,387.75;721,539.5;37,069.5
Mar 27, 2020;12:00 AM;12:00 AM;1,327,212.5;714,931.75;37,545.75
Mar 28, 2020;12:00 AM;12:00 AM;1,168,314.5;574,168.5;45,519.5
Mar 29, 2020;12:00 AM;12:00 AM;1,131,082.5;419,456.25;38,676.75
Mar 30, 2020;12:00 AM;12:00 AM;1,344,002.75;868,760;34,558.25
Mar 31, 2020;12:00 AM;12:00 AM;1,351,019;1,029,239.25;45,445
Apr 1, 2020;12:00 AM;12:00 AM;1,389,877;879,214.25;46,609
Apr 2, 2020;12:00 AM;12:00 AM;1,384,999.25;725,811;31,732.75
Apr 3, 2020;12:00 AM;12:00 AM;1,371,380.75;776,748.25;42,898.25
Apr 4, 2020;12:00 AM;12:00 AM;1,142,390.75;775,758;46,135.5
Apr 5, 2020;12:00 AM;12:00 AM;1,095,891.25;360,422.75;45,964.5
Apr 6, 2020;12:00 AM;12:00 AM;1,289,420.5;647,561.5;50,866.25
Apr 7, 2020;12:00 AM;12:00 AM;1,287,421;897,984.25;52,048
Apr 8, 2020;12:00 AM;12:00 AM;1,268,423.25;883,127;42,905.25
Apr 9, 2020;12:00 AM;12:00 AM;1,257,562.5;883,629.5;49,861
Apr 10, 2020;12:00 AM;12:00 AM;1,035,387;710,685;39,391.25
Apr 11, 2020;12:00 AM;12:00 AM;1,040,559;719,782.25;48,347.75
Apr 12, 2020;12:00 AM;12:00 AM;989,980;607,195;42,412.25
Apr 13, 2020;12:00 AM;12:00 AM;1,045,570;330,804.25;47,895.25
Apr 14, 2020;12:00 AM;12:00 AM;1,250,323.75;713,126.75;55,325
Apr 15, 2020;12:00 AM;12:00 AM;1,286,117.5;724,554.5;44,582.5
Apr 16, 2020;12:00 AM;12:00 AM;1,283,078.25;885,590;50,384.25
Apr 17, 2020;12:00 AM;12:00 AM;1,239,522.5;917,565.25;51,658.25
Apr 18, 2020;12:00 AM;12:00 AM;1,091,603.25;674,291;42,745.5
Apr 19, 2020;12:00 AM;12:00 AM;1,051,298.75;422,319.75;50,862
Apr 20, 2020;12:00 AM;12:00 AM;1,290,292.25;401,575;61,804.25
Apr 21, 2020;12:00 AM;12:00 AM;1,335,448;347,529.75;59,344
Apr 22, 2020;12:00 AM;12:00 AM;1,315,453.75;485,607.5;51,851.25
Apr 23, 2020;12:00 AM;12:00 AM;1,281,030;867,972.75;55,166
Apr 24, 2020;12:00 AM;12:00 AM;1,259,882.5;710,229.25;48,036
Apr 25, 2020;12:00 AM;12:00 AM;1,107,875.5;685,359.75;45,692.75
Apr 26, 2020;12:00 AM;12:00 AM;1,025,635.5;744,892.75;35,724.75
Apr 27, 2020;12:00 AM;12:00 AM;1,241,718.75;927,618.5;49,642.75
Apr 28, 2020;12:00 AM;12:00 AM;1,280,053.75;1,004,336.25;34,058.75
Apr 29, 2020;12:00 AM;12:00 AM;1,297,323.5;980,321.25;39,721.25
Apr 30, 2020;12:00 AM;12:00 AM;1,289,382.5;727,370.5;54,061.25
May 1, 2020;12:00 AM;12:00 AM;1,053,975.75;502,736.75;38,918.25
May 2, 2020;12:00 AM;12:00 AM;1,074,529.5;583,738.25;51,174.75
May 3, 2020;12:00 AM;12:00 AM;1,020,736.75;699,472.5;44,213
May 4, 2020;12:00 AM;12:00 AM;1,269,074;957,359.75;39,767.5
May 5, 2020;12:00 AM;12:00 AM;1,311,235;872,572.5;37,211.75
May 6, 2020;12:00 AM;12:00 AM;1,308,255.25;809,062.25;43,041.25
May 7, 2020;12:00 AM;12:00 AM;1,290,654.75;897,632.25;40,620.5
May 8, 2020;12:00 AM;12:00 AM;1,244,479;924,522.25;50,162.75
May 9, 2020;12:00 AM;12:00 AM;1,074,073;801,457;35,639.75
May 10, 2020;12:00 AM;12:00 AM;1,018,154;605,952.75;30,274.5
May 11, 2020;12:00 AM;12:00 AM;1,340,542.75;620,811;42,851
May 12, 2020;12:00 AM;12:00 AM;1,334,331;826,378.25;28,410.25
May 13, 2020;12:00 AM;12:00 AM;1,310,532.75;989,823.25;33,138.75
May 14, 2020;12:00 AM;12:00 AM;1,311,900.75;930,877;36,411
May 15, 2020;12:00 AM;12:00 AM;1,304,613.75;823,970.25;39,275
May 16, 2020;12:00 AM;12:00 AM;1,128,912.25;596,913;44,557.25
May 17, 2020;12:00 AM;12:00 AM;1,051,365.5;481,614.75;41,248.25
May 18, 2020;12:00 AM;12:00 AM;1,283,279.5;754,060.5;38,993.75
May 19, 2020;12:00 AM;12:00 AM;1,308,736.75;888,618.5;36,304.75
May 20, 2020;12:00 AM;12:00 AM;1,249,323;1,027,717.5;43,387.5
May 21, 2020;12:00 AM;12:00 AM;1,020,026.25;691,928.5;45,565
May 22, 2020;12:00 AM;12:00 AM;1,157,846.5;686,135.75;44,409.5
May 23, 2020;12:00 AM;12:00 AM;1,109,886.5;561,559.75;38,038.25
May 24, 2020;12:00 AM;12:00 AM;1,056,430.5;363,489.75;51,579
May 25, 2020;12:00 AM;12:00 AM;1,294,088;729,379.75;38,270.75
May 26, 2020;12:00 AM;12:00 AM;1,279,348;1,007,831;43,593.5
May 27, 2020;12:00 AM;12:00 AM;1,297,417.25;912,019.5;42,253
May 28, 2020;12:00 AM;12:00 AM;1,295,629.75;796,208.5;35,545.75
May 29, 2020;12:00 AM;12:00 AM;1,235,247.25;847,331;31,710.5
May 30, 2020;12:00 AM;12:00 AM;1,076,472.25;604,963.25;38,602.75
May 31, 2020;12:00 AM;12:00 AM;998,211.25;455,212.75;50,657
Jun 1, 2020;12:00 AM;12:00 AM;984,201.5;435,045.75;35,746
Jun 2, 2020;12:00 AM;12:00 AM;1,254,466;867,007.5;34,886.25
Jun 3, 2020;12:00 AM;12:00 AM;1,295,304.75;893,429;39,824
Jun 4, 2020;12:00 AM;12:00 AM;1,331,891;998,275;36,494
Jun 5, 2020;12:00 AM;12:00 AM;1,309,912.25;730,325.5;35,333
Jun 6, 2020;12:00 AM;12:00 AM;1,146,271;461,028.5;45,848.5
Jun 7, 2020;12:00 AM;12:00 AM;1,037,575.5;637,308;34,333.5
Jun 8, 2020;12:00 AM;12:00 AM;1,257,324;1,020,133;28,602.5
Jun 9, 2020;12:00 AM;12:00 AM;1,294,297.25;1,078,231.75;28,652.25
Jun 10, 2020;12:00 AM;12:00 AM;1,290,867.75;1,045,369;27,268.5
Jun 11, 2020;12:00 AM;12:00 AM;1,138,545.5;783,065.75;27,280.75
Jun 12, 2020;12:00 AM;12:00 AM;1,191,357;666,656.75;33,069
Jun 13, 2020;12:00 AM;12:00 AM;1,101,344.5;582,375.5;31,205
Jun 14, 2020;12:00 AM;12:00 AM;1,046,254.5;679,385.25;32,288.75
Jun 15, 2020;12:00 AM;12:00 AM;1,264,922.75;978,692;26,038.25
Jun 16, 2020;12:00 AM;12:00 AM;1,299,620.5;1,108,329.25;23,268.5
Jun 17, 2020;12:00 AM;12:00 AM;1,302,139;1,031,926.75;28,338
Jun 18, 2020;12:00 AM;12:00 AM;1,308,945;991,779.25;22,435
Jun 19, 2020;12:00 AM;12:00 AM;1,260,279.75;968,634.25;23,814.5
Jun 20, 2020;12:00 AM;12:00 AM;1,096,978.75;676,268.25;25,043.75
Jun 21, 2020;12:00 AM;12:00 AM;1,010,243;667,182.75;29,948.5
Jun 22, 2020;12:00 AM;12:00 AM;1,277,173.25;904,959;25,344.25
Jun 23, 2020;12:00 AM;12:00 AM;1,305,148.25;944,293.5;29,049
Jun 24, 2020;12:00 AM;12:00 AM;1,297,618;893,039.5;24,971
Jun 25, 2020;12:00 AM;12:00 AM;1,319,342.75;843,100.5;22,075.5
Jun 26, 2020;12:00 AM;12:00 AM;1,277,260.5;844,220;28,303.75
Jun 27, 2020;12:00 AM;12:00 AM;1,098,967;706,835.75;22,993.25
Jun 28, 2020;12:00 AM;12:00 AM;1,024,788;553,383.75;32,270.5
Jun 29, 2020;12:00 AM;12:00 AM;1,278,578.75;755,010.75;34,318.5
Jun 30, 2020;12:00 AM;12:00 AM;1,345,564.25;594,726.25;33,659.5
Jul 1, 2020;12:00 AM;12:00 AM;1,343,787.75;816,038.75;30,824
Jul 2, 2020;12:00 AM;12:00 AM;1,326,449;968,606.75;29,845.5
Jul 3, 2020;12:00 AM;12:00 AM;1,273,480.25;829,805;32,326.25
Jul 4, 2020;12:00 AM;12:00 AM;1,146,696.75;339,043.5;46,020.75
Jul 5, 2020;12:00 AM;12:00 AM;1,092,082.25;281,292;42,876.5
Jul 6, 2020;12:00 AM;12:00 AM;1,350,094.5;469,143.75;41,619.75
Jul 7, 2020;12:00 AM;12:00 AM;1,348,948.5;813,920.75;37,398.75
Jul 8, 2020;12:00 AM;12:00 AM;1,341,769;1,060,364.5;32,026.75
Jul 9, 2020;12:00 AM;12:00 AM;1,342,404.25;1,010,757;34,990.5
Jul 10, 2020;12:00 AM;12:00 AM;1,305,504.75;783,552.5;37,502
Jul 11, 2020;12:00 AM;12:00 AM;1,106,831.75;716,841;31,635.75
Jul 12, 2020;12:00 AM;12:00 AM;1,008,932.75;640,164.25;38,114
Jul 13, 2020;12:00 AM;12:00 AM;1,253,498.25;915,121.75;28,123
Jul 14, 2020;12:00 AM;12:00 AM;1,306,176.75;981,465.75;22,325.25
Jul 15, 2020;12:00 AM;12:00 AM;1,321,229.75;1,137,831.5;33,849.5
Jul 16, 2020;12:00 AM;12:00 AM;1,324,149.5;1,163,317;29,382.75
Jul 17, 2020;12:00 AM;12:00 AM;1,268,278.75;1,039,079.25;31,735.25
Jul 18, 2020;12:00 AM;12:00 AM;1,065,356.75;816,572.75;28,933.75
Jul 19, 2020;12:00 AM;12:00 AM;987,707.75;691,604.25;41,207.5
Jul 20, 2020;12:00 AM;12:00 AM;1,258,923;890,666;22,236.75
Jul 21, 2020;12:00 AM;12:00 AM;1,292,064.25;899,232.25;29,970
Jul 22, 2020;12:00 AM;12:00 AM;1,300,019.25;968,028.5;24,290.5
Jul 23, 2020;12:00 AM;12:00 AM;1,284,342.25;952,537.5;31,721
Jul 24, 2020;12:00 AM;12:00 AM;1,276,307.75;841,556.5;39,578.5
Jul 25, 2020;12:00 AM;12:00 AM;1,070,527;736,527.75;26,475.25
Jul 26, 2020;12:00 AM;12:00 AM;1,013,541.75;514,960.25;40,058.75
Jul 27, 2020;12:00 AM;12:00 AM;1,246,314;847,133.25;35,038
Jul 28, 2020;12:00 AM;12:00 AM;1,336,843.5;596,097;42,967.5
Jul 29, 2020;12:00 AM;12:00 AM;1,315,511.75;658,894.75;38,275.75
Jul 30, 2020;12:00 AM;12:00 AM;1,291,804.25;880,695.25;43,134.5
Jul 31, 2020;12:00 AM;12:00 AM;1,256,594.25;906,314.5;38,816.75
Aug 1, 2020;12:00 AM;12:00 AM;1,103,753.5;662,369;41,283.75
Aug 2, 2020;12:00 AM;12:00 AM;1,012,595;764,699.25;32,804.5
Aug 3, 2020;12:00 AM;12:00 AM;1,238,505.5;1,015,952.5;37,626.75
Aug 4, 2020;12:00 AM;12:00 AM;1,260,023.25;1,021,233.25;30,467
Aug 5, 2020;12:00 AM;12:00 AM;1,281,377.25;804,394.5;43,759.75
Aug 6, 2020;12:00 AM;12:00 AM;1,281,133.5;898,423.75;42,433
Aug 7, 2020;12:00 AM;12:00 AM;1,269,533.75;941,374.5;43,305.5
Aug 8, 2020;12:00 AM;12:00 AM;1,106,628.75;806,707.5;34,239.25
Aug 9, 2020;12:00 AM;12:00 AM;1,035,966;691,915.25;35,440.5
Aug 10, 2020;12:00 AM;12:00 AM;1,319,017.25;917,902;38,994.75
Aug 11, 2020;12:00 AM;12:00 AM;1,383,396;867,760.25;42,160.25
Aug 12, 2020;12:00 AM;12:00 AM;1,369,744;847,143.75;41,097.75
Aug 13, 2020;12:00 AM;12:00 AM;1,361,549.25;997,581.5;38,691
Aug 14, 2020;12:00 AM;12:00 AM;1,311,818;1,081,541.5;39,680.25
Aug 15, 2020;12:00 AM;12:00 AM;1,095,809.75;872,161.25;31,118.25
Aug 16, 2020;12:00 AM;12:00 AM;1,037,848;686,360;41,170.25
Aug 17, 2020;12:00 AM;12:00 AM;1,306,532.75;1,038,444.25;26,884
Aug 18, 2020;12:00 AM;12:00 AM;1,327,285.5;1,076,385.25;41,175
Aug 19, 2020;12:00 AM;12:00 AM;1,321,148.5;1,043,362.25;36,573.5
Aug 20, 2020;12:00 AM;12:00 AM;1,347,000;957,660.5;38,135.5
Aug 21, 2020;12:00 AM;12:00 AM;1,350,553.5;807,980.75;38,152.5
Aug 22, 2020;12:00 AM;12:00 AM;1,146,892.25;593,114.5;33,748.25
Aug 23, 2020;12:00 AM;12:00 AM;1,063,843.5;438,651.5;38,554.75
Aug 24, 2020;12:00 AM;12:00 AM;1,297,230.5;922,058;30,585.25
Aug 25, 2020;12:00 AM;12:00 AM;1,341,650;894,666.5;24,110.5
Aug 26, 2020;12:00 AM;12:00 AM;1,421,388.25;362,511;50,809
Aug 27, 2020;12:00 AM;12:00 AM;1,356,990.25;856,865.25;28,229.5
Aug 28, 2020;12:00 AM;12:00 AM;1,312,625;854,477;36,483.25
Aug 29, 2020;12:00 AM;12:00 AM;1,110,745.25;776,188.25;45,012
Aug 30, 2020;12:00 AM;12:00 AM;1,025,637.5;786,120.5;35,300.25
Aug 31, 2020;12:00 AM;12:00 AM;1,307,669.5;1,061,553;31,036.25
Sep 1, 2020;12:00 AM;12:00 AM;1,341,915;1,123,844;31,722
Sep 2, 2020;12:00 AM;12:00 AM;1,347,542.25;1,117,548;35,925.75
Sep 3, 2020;12:00 AM;12:00 AM;1,360,295.25;879,798.25;30,435
Sep 4, 2020;12:00 AM;12:00 AM;1,330,948.5;869,357;37,964
Sep 5, 2020;12:00 AM;12:00 AM;1,129,940.75;723,710;29,863.25
Sep 6, 2020;12:00 AM;12:00 AM;1,047,115;715,546.75;35,872
Sep 7, 2020;12:00 AM;12:00 AM;1,310,426.5;994,593.75;31,433.75
Sep 8, 2020;12:00 AM;12:00 AM;1,387,220.25;840,937.75;37,894
Sep 9, 2020;12:00 AM;12:00 AM;1,395,876;865,296.25;38,963.75
Sep 10, 2020;12:00 AM;12:00 AM;1,372,406.5;1,055,708;33,959.75
Sep 11, 2020;12:00 AM;12:00 AM;1,314,589.25;1,009,027.75;36,454.25
Sep 12, 2020;12:00 AM;12:00 AM;1,155,780.75;639,855.25;35,449.5
Sep 13, 2020;12:00 AM;12:00 AM;1,059,578.5;586,677.25;41,533
Sep 14, 2020;12:00 AM;12:00 AM;1,319,987.25;1,026,243;31,132.75
Sep 15, 2020;12:00 AM;12:00 AM;1,368,542.25;1,103,608.75;39,594.25
Sep 16, 2020;12:00 AM;12:00 AM;1,395,941.75;1,014,612.75;34,538.25
Sep 17, 2020;12:00 AM;12:00 AM;1,380,957.75;897,950.5;33,260
Sep 18, 2020;12:00 AM;12:00 AM;1,324,497;864,262.5;44,418
Sep 19, 2020;12:00 AM;12:00 AM;1,125,720.25;677,108.25;29,943.25
Sep 20, 2020;12:00 AM;12:00 AM;1,034,706.25;667,804.25;31,894.25
Sep 21, 2020;12:00 AM;12:00 AM;1,311,192.25;1,064,830.75;31,632.75
Sep 22, 2020;12:00 AM;12:00 AM;1,356,303;1,144,243.75;32,923.5
Sep 23, 2020;12:00 AM;12:00 AM;1,369,945.75;1,038,160;35,268
Sep 24, 2020;12:00 AM;12:00 AM;1,385,763;736,130.5;48,020.75
Sep 25, 2020;12:00 AM;12:00 AM;1,350,718.25;962,962.75;42,073.5
Sep 26, 2020;12:00 AM;12:00 AM;1,188,984.25;786,028.25;35,687.25
Sep 27, 2020;12:00 AM;12:00 AM;1,090,950.5;775,170.75;39,070
Sep 28, 2020;12:00 AM;12:00 AM;1,350,140.75;1,159,918;36,181.5
Sep 29, 2020;12:00 AM;12:00 AM;1,386,296;1,222,364.5;36,935.25
Sep 30, 2020;12:00 AM;12:00 AM;1,381,783;1,160,631;32,089.25
Oct 1, 2020;12:00 AM;12:00 AM;1,409,688.25;953,031;37,274
Oct 2, 2020;12:00 AM;12:00 AM;1,398,224.25;860,959.5;34,505
Oct 3, 2020;12:00 AM;12:00 AM;1,171,258;515,332;42,416.25
Oct 4, 2020;12:00 AM;12:00 AM;1,125,177.5;439,136.25;50,704
Oct 5, 2020;12:00 AM;12:00 AM;1,413,087.25;830,139.75;40,338.5
Oct 6, 2020;12:00 AM;12:00 AM;1,480,390.25;800,524;45,044.5
Oct 7, 2020;12:00 AM;12:00 AM;1,459,503;898,102.5;38,913.25
Oct 8, 2020;12:00 AM;12:00 AM;1,496,130.75;710,782.25;43,687.5
Oct 9, 2020;12:00 AM;12:00 AM;1,407,488.25;1,008,530.75;36,160
Oct 10, 2020;12:00 AM;12:00 AM;1,223,043.25;743,273.75;34,512
Oct 11, 2020;12:00 AM;12:00 AM;1,141,834;732,406.5;43,394.75
Oct 12, 2020;12:00 AM;12:00 AM;1,394,963;1,209,985;36,924.25
Oct 13, 2020;12:00 AM;12:00 AM;1,425,256.5;1,185,810;35,863.5
Oct 14, 2020;12:00 AM;12:00 AM;1,505,438.25;846,604.5;34,171
Oct 15, 2020;12:00 AM;12:00 AM;1,498,491.25;1,044,390.5;39,059.75
Oct 16, 2020;12:00 AM;12:00 AM;1,417,979.75;1,211,300.5;32,934.25
Oct 17, 2020;12:00 AM;12:00 AM;1,200,403.5;1,089,377;19,915.25
Oct 18, 2020;12:00 AM;12:00 AM;1,165,353.75;724,100.75;46,601.25
Oct 19, 2020;12:00 AM;12:00 AM;1,409,662;1,149,834;35,239.5
Oct 20, 2020;12:00 AM;12:00 AM;1,472,688;896,084.75;34,753.75
Oct 21, 2020;12:00 AM;12:00 AM;1,485,468;837,032;41,953.75
Oct 22, 2020;12:00 AM;12:00 AM;1,488,301;739,723.75;39,621.5
Oct 23, 2020;12:00 AM;12:00 AM;1,432,589;1,073,118.5;40,892.5
Oct 24, 2020;12:00 AM;12:00 AM;1,249,456.75;634,047.5;33,425.5
Oct 25, 2020;12:00 AM;12:00 AM;1,226,032.25;521,206.5;46,826.75
Oct 26, 2020;12:00 AM;12:00 AM;1,432,930.25;1,039,939;41,094.25
Oct 27, 2020;12:00 AM;12:00 AM;1,497,757.75;805,199.75;38,844.5
Oct 28, 2020;12:00 AM;12:00 AM;1,511,110.5;774,711.25;41,436.25
Oct 29, 2020;12:00 AM;12:00 AM;1,516,210.5;790,436.5;38,974.5
Oct 30, 2020;12:00 AM;12:00 AM;1,458,663.25;797,645;38,523
Oct 31, 2020;12:00 AM;12:00 AM;1,188,818.25;792,135;26,161.75
Nov 1, 2020;12:00 AM;12:00 AM;1,178,238.25;547,368.5;41,517.5
Nov 2, 2020;12:00 AM;12:00 AM;1,476,811;565,263.5;50,048.75
Nov 3, 2020;12:00 AM;12:00 AM;1,477,590;937,334.75;38,360
Nov 4, 2020;12:00 AM;12:00 AM;1,498,637;1,048,386.25;41,532.75
Nov 5, 2020;12:00 AM;12:00 AM;1,503,866.25;1,073,617.5;36,234.75
Nov 6, 2020;12:00 AM;12:00 AM;1,447,707.5;1,205,325.5;32,235.25
Nov 7, 2020;12:00 AM;12:00 AM;1,229,779.5;991,630.75;35,741.25
Nov 8, 2020;12:00 AM;12:00 AM;1,141,907;956,177.25;34,366.75
Nov 9, 2020;12:00 AM;12:00 AM;1,424,529;1,271,404.5;33,499
Nov 10, 2020;12:00 AM;12:00 AM;1,472,848.5;1,357,785.5;32,105.25
Nov 11, 2020;12:00 AM;12:00 AM;1,480,368.25;1,389,813.75;30,428.25
Nov 12, 2020;12:00 AM;12:00 AM;1,496,242.25;1,107,836.25;30,653.5
Nov 13, 2020;12:00 AM;12:00 AM;1,453,213.5;1,084,551.25;25,508.25
Nov 14, 2020;12:00 AM;12:00 AM;1,234,979.25;833,862;14,043.5
Nov 15, 2020;12:00 AM;12:00 AM;1,202,143.75;406,636.25;39,822.75
Nov 16, 2020;12:00 AM;12:00 AM;1,487,041.25;757,351.25;30,097.25
Nov 17, 2020;12:00 AM;12:00 AM;1,529,711.25;894,547.75;31,125.25
Nov 18, 2020;12:00 AM;12:00 AM;1,502,416;890,192.5;29,065
Nov 19, 2020;12:00 AM;12:00 AM;1,559,181;747,014;32,298.25
Nov 20, 2020;12:00 AM;12:00 AM;1,494,504.5;1,101,793.25;32,295.5
Nov 21, 2020;12:00 AM;12:00 AM;1,337,986;610,791;18,656
Nov 22, 2020;12:00 AM;12:00 AM;1,258,010;614,946.75;35,423.5
Nov 23, 2020;12:00 AM;12:00 AM;1,523,189;1,015,104.75;29,985
Nov 24, 2020;12:00 AM;12:00 AM;1,564,436.25;1,133,871;27,537.75
Nov 25, 2020;12:00 AM;12:00 AM;1,553,000;1,219,533;33,375.25
Nov 26, 2020;12:00 AM;12:00 AM;1,549,725.5;1,343,686.75;36,594
Nov 27, 2020;12:00 AM;12:00 AM;1,498,240;1,405,341.5;34,941
Nov 28, 2020;12:00 AM;12:00 AM;1,321,349;1,123,169.25;20,750.75
Nov 29, 2020;12:00 AM;12:00 AM;1,244,180.75;1,094,865;35,743.75
Nov 30, 2020;12:00 AM;12:00 AM;1,552,409.75;1,223,915.5;37,702
Dec 1, 2020;12:00 AM;12:00 AM;1,567,874.75;1,370,665;31,378
Dec 2, 2020;12:00 AM;12:00 AM;1,566,434.75;1,450,635.75;39,527.25
Dec 3, 2020;12:00 AM;12:00 AM;1,634,992.25;1,149,376.5;37,498.75
Dec 4, 2020;12:00 AM;12:00 AM;1,588,255;988,825.75;36,647
Dec 5, 2020;12:00 AM;12:00 AM;1,331,035.5;1,067,470.25;33,215.75
Dec 6, 2020;12:00 AM;12:00 AM;1,256,402.75;1,008,796.75;31,760.5
Dec 7, 2020;12:00 AM;12:00 AM;1,566,899;1,188,545;27,779.25
Dec 8, 2020;12:00 AM;12:00 AM;1,548,663.75;1,367,234.25;33,298.5
Dec 9, 2020;12:00 AM;12:00 AM;1,573,576;1,455,941;36,858
Dec 10, 2020;12:00 AM;12:00 AM;1,573,411.5;1,486,443;39,968
Dec 11, 2020;12:00 AM;12:00 AM;1,577,781;1,156,580;35,144.75
Dec 12, 2020;12:00 AM;12:00 AM;1,342,303.75;1,105,867.25;39,917.5
Dec 13, 2020;12:00 AM;12:00 AM;1,224,632.75;1,052,038;31,189.75
Dec 14, 2020;12:00 AM;12:00 AM;1,518,152.5;960,676.75;35,697.75
Dec 15, 2020;12:00 AM;12:00 AM;1,540,498;1,205,002.75;34,785.25
Dec 16, 2020;12:00 AM;12:00 AM;1,506,350;1,211,282.75;41,240.25
Dec 17, 2020;12:00 AM;12:00 AM;1,518,737.75;948,853.25;37,697.75
Dec 18, 2020;12:00 AM;12:00 AM;1,458,967;924,100;37,064.5
Dec 19, 2020;12:00 AM;12:00 AM;1,286,676.25;676,928.25;28,154.5
Dec 20, 2020;12:00 AM;12:00 AM;1,193,557;767,710;34,065.75
Dec 21, 2020;12:00 AM;12:00 AM;1,370,006.75;789,702.75;36,667
Dec 22, 2020;12:00 AM;12:00 AM;1,386,090.25;649,611;46,511
Dec 23, 2020;12:00 AM;12:00 AM;1,274,124.25;971,677.25;36,149.75
Dec 24, 2020;12:00 AM;12:00 AM;1,160,794.75;599,383.75;38,457.75
Dec 25, 2020;12:00 AM;12:00 AM;1,095,818;820,631.25;43,206.25
Dec 26, 2020;12:00 AM;12:00 AM;1,138,642.25;553,943;23,503.25
Dec 27, 2020;12:00 AM;12:00 AM;1,235,194;309,275.25;42,486.25
Dec 28, 2020;12:00 AM;12:00 AM;1,241,712;908,383;31,494.75
Dec 29, 2020;12:00 AM;12:00 AM;1,243,326;902,978.75;37,599.75
Dec 30, 2020;12:00 AM;12:00 AM;1,262,994;761,059.75;34,919.75
Dec 31, 2020;12:00 AM;12:00 AM;1,178,040.5;826,155.5;47,103.75
